id;codes;comentarios;impressaodiagnostica;status;statusData;organ;organData;order
23;RDCVI;formato mantido e localizado em topografia habitual. Com cortical irregular. Não há evidências sonográficas de hidronefrose ou imagens compatíveis com cálculos.;Rim direito: não se descarta nefropatia, sugere-se exames complementares.;ANORMAL;not_normal;RIM DIREITO;rim_direito;1
22;RESM;<var1> cm de comprimento em plano dorsal. Visibiliza-se imagem hiperecogênica que margeia medular renal;O sinal da medular renal  pode estar relacionada com nefropatia ou mesmo um achado em pacientes normais, sugere-se associação com demais achados.;ANORMAL;not_normal;RIM ESQUERDO;rim_esquerdo;1
21;RDSM;<var1> cm de comprimento em plano dorsal. Visibiliza-se imagem hiperecogênica que margeia medular renal;O sinal da medular renal  pode estar relacionada com nefropatia ou mesmo um achado em pacientes normais, sugere-se associação com demais achados.;ANORMAL;not_normal;RIM DIREITO;rim_direito;1
20;IRA;<var1> cm de comprimento em plano dorsal, com perda da relação e diferenciação corticomedular.;Rins: provável nefropatia aguda, caso clinicamente indicado sugere-se exames complementares.;ANORMAL;not_normal;RIM DIREITO;rim_direito;6
19;EGAS;repleto por conteúdo gasoso e mucoso. Parede espessa em corpo gástrico (medindo aproximadamente <var1> cm) com estratificação parietal mantida.;Estômago: processo inflamatório/infeccioso (gastrite).;ANORMAL;not_normal;ESTÔMAGO;estomago;0
18;EG;repleto por conteúdo gasoso e mucoso. Parede espessa em corpo gástrico (medindo aproximadamente <var1> cm) com estratificação parietal mantida.;Estômago: processo inflamatório/infeccioso (gastrite).;ANORMAL;not_normal;ESTÔMAGO;estomago;3
17;CUECUD;cornos uterinos medindo aproximadamente <var1>, paredes finas e regulares.;;NORMAL;normal;ÚTERO;utero;3
16;CEEST;Em fundo gástrico nota-se estrutura de superfície hiperecogênica, formadora de sombreamento acústico posterior, medindo <var1> cm, sem perfuração ou obstrução no momento deste exame.;Estômago: corpo estranho em estômago, sem perfuração ou obstrução no momento deste exame.;ANORMAL;not_normal;ESTÔMAGO;estomago;30
15;JCMCH;Parede muscular de jejuno com ecogenicidade aumentada.;O aumento da ecogenicidade de parede muscular em jejuno pode estar relacionado a processo infiltrativo/linfangectasia inicial.;ANORMAL;not_normal;INTESTINO DELGADO;intestino_delgado;4
14;COLITE;Cólon descendente com parede espessada (medindo aproximadamente <var1> cm), porém, com relação parietal preservada.;Cólon descendente: processo inflamatório / infeccioso (colite).;ANORMAL;not_normal;CÓLON;colon;1
13;ADD;<var1> cm x <var2> cm x <var3> cm (polo caudal x polo cranial x comprimento);;NORMAL;normal;ADRENAL DIREITA;adrenal_direita;1
12;ADE;<var1> cm x <var2> cm x <var3> cm (polo caudal x polo cranial x comprimento);;NORMAL;normal;ADRENAL ESQUERDA;adrenal_esquerda;0
11;RE;<var1> cm de comprimento em plano dorsal.;;NORMAL;normal;RIM ESQUERDO;rim_esquerdo;2
10;RD;<var1> cm de comprimento em plano dorsal.;;NORMAL;normal;RIM DIREITO;rim_direito;6
6;BXC;Repleta por conteúdo anecogênico, com parede cranio ventral espessadas e irregulares, medindo <var1> cm.;Bexiga: processo inflamatório/infeccioso (cistite).;ANORMAL;not_normal;BEXIGA;bexiga;3
5;FR;de dimensões dentro dos limites do gradil costal, superfície lisa, margens afiladas, ecotextura dentro dos limites da normalidade. Ecogenicidade diminuída. Arquitetura vascular portal e intra-hepática preservadas quanto ao calibre e trajeto dos vasos.;Fígado: reativo a processo inflamatório/infeccioso/toxêmico.;ANORMAL;not_normal;FÍGADO;figado;2
4;F+R;de dimensões fora dos limites do gradil costal, superfície lisa, margens afiladas, ecotextura dentro dos limites da normalidade. Ecogenicidade diminuída. Arquitetura vascular portal e intra-hepática preservadas quanto ao calibre e trajeto dos vasos.;"Hepatomegalia. 
Fígado: reativo a processo inflamatório/infeccioso/toxêmico.";ANORMAL;not_normal;FÍGADO;figado;29
3;BAR;aumentado de tamanho, forma, contorno e ecotextura preservadas. Parênquima com ecogenicidade diminuída.;Esplenomegalia.aumentado de tamanho, forma, contorno e ecotextura preservadas. Parênquima com ecogenicidade diminuída.;ANORMAL;not_normal;BAÇO;baco;4
